image_id,image_path,source_dataset,source_group,split,width,height,manual_face_labels,baseline_face_labels
lap:0/MAL00007_0011_066465.jpg,raw/lap/anime/0/MAL00007_0011_066465.jpg,lap,MAL00007,train,359,450,1,1
lap:0/MAL00007_1338_106905.jpg,raw/lap/anime/0/MAL00007_1338_106905.jpg,lap,MAL00007,train,425,600,1,1
lap:0/MAL00007_1602_109649.jpg,raw/lap/anime/0/MAL00007_1602_109649.jpg,lap,MAL00007,train,321,480,1,1
lap:0/MAL00007_WA00104_001.jpg,raw/lap/anime/0/MAL00007_WA00104_001.jpg,lap,MAL00007,train,400,574,1,1
lap:0/MAL00008_0004_020592.jpg,raw/lap/anime/0/MAL00008_0004_020592.jpg,lap,MAL00008,train,260,374,1,1
lap:0/MAL00008_0007_021569.jpg,raw/lap/anime/0/MAL00008_0007_021569.jpg,lap,MAL00008,train,280,399,1,1
lap:0/MAL00008_0013_006297.jpg,raw/lap/anime/0/MAL00008_0013_006297.jpg,lap,MAL00008,train,225,315,1,1
lap:0/MAL00008_WA02660_001.jpg,raw/lap/anime/0/MAL00008_WA02660_001.jpg,lap,MAL00008,train,240,341,1,1
lap:0/MAL00015_0001_000015.jpg,raw/lap/anime/0/MAL00015_0001_000015.jpg,lap,MAL00015,train,450,490,1,1
lap:0/MAL00015_0002_006796.jpg,raw/lap/anime/0/MAL00015_0002_006796.jpg,lap,MAL00015,train,284,400,1,1
lap:0/MAL00015_0002_024791.jpg,raw/lap/anime/0/MAL00015_0002_024791.jpg,lap,MAL00015,train,225,350,1,1
lap:0/MAL00015_0004_024792.jpg,raw/lap/anime/0/MAL00015_0004_024792.jpg,lap,MAL00015,train,225,350,1,1
lap:0/MAL00015_0005_020423.jpg,raw/lap/anime/0/MAL00015_0005_020423.jpg,lap,MAL00015,train,400,450,1,1
lap:0/MAL00015_0005_021646.jpg,raw/lap/anime/0/MAL00015_0005_021646.jpg,lap,MAL00015,train,300,438,1,1
lap:0/MAL00015_0005_021697.jpg,raw/lap/anime/0/MAL00015_0005_021697.jpg,lap,MAL00015,train,228,315,1,1
lap:0/MAL00015_0012_066961.jpg,raw/lap/anime/0/MAL00015_0012_066961.jpg,lap,MAL00015,train,282,423,1,1
lap:0/MAL00015_WA03157_002.jpg,raw/lap/anime/0/MAL00015_WA03157_002.jpg,lap,MAL00015,train,346,486,1,1
lap:0/MAL00016_0003_006500.jpg,raw/lap/anime/0/MAL00016_0003_006500.jpg,lap,MAL00016,train,447,450,1,1
lap:0/MAL00016_0007_025486.jpg,raw/lap/anime/0/MAL00016_0007_025486.jpg,lap,MAL00016,train,378,450,1,1
lap:0/MAL00016_0011_005764.jpg,raw/lap/anime/0/MAL00016_0011_005764.jpg,lap,MAL00016,train,381,450,1,1
lap:0/MAL00016_WA03575_002.jpg,raw/lap/anime/0/MAL00016_WA03575_002.jpg,lap,MAL00016,train,396,500,1,1
lap:0/MAL00017_0002_002563.jpg,raw/lap/anime/0/MAL00017_0002_002563.jpg,lap,MAL00017,train,360,508,1,1
lap:0/MAL00017_0008_008164.jpg,raw/lap/anime/0/MAL00017_0008_008164.jpg,lap,MAL00017,train,320,240,1,1
lap:0/MAL00017_1941_120952.jpg,raw/lap/anime/0/MAL00017_1941_120952.jpg,lap,MAL00017,train,424,600,1,1
lap:0/MAL00017_WA03142_001.jpg,raw/lap/anime/0/MAL00017_WA03142_001.jpg,lap,MAL00017,train,323,465,1,1
lap:0/MAL00018_0009_010521.jpg,raw/lap/anime/0/MAL00018_0009_010521.jpg,lap,MAL00018,train,317,450,1,1
lap:0/MAL00018_0013_006485.jpg,raw/lap/anime/0/MAL00018_0013_006485.jpg,lap,MAL00018,train,300,450,1,1
lap:0/MAL00018_WA03337_002.jpg,raw/lap/anime/0/MAL00018_WA03337_002.jpg,lap,MAL00018,train,352,500,1,1
lap:0/MAL00019_0002_005824.jpg,raw/lap/anime/0/MAL00019_0002_005824.jpg,lap,MAL00019,train,200,300,1,1
lap:0/MAL00019_0010_008618.jpg,raw/lap/anime/0/MAL00019_0010_008618.jpg,lap,MAL00019,train,200,300,1,1
lap:0/MAL00019_1573_132904.jpg,raw/lap/anime/0/MAL00019_1573_132904.jpg,lap,MAL00019,train,400,600,1,1
lap:0/MAL00019_WA00932_001.jpg,raw/lap/anime/0/MAL00019_WA00932_001.jpg,lap,MAL00019,train,400,562,1,1
lap:0/MAL00020_0001_000020.jpg,raw/lap/anime/0/MAL00020_0001_000020.jpg,lap,MAL00020,train,225,312,1,1
lap:0/MAL00020_0004_004644.jpg,raw/lap/anime/0/MAL00020_0004_004644.jpg,lap,MAL00020,train,436,600,1,1
lap:0/MAL00020_0006_023162.jpg,raw/lap/anime/0/MAL00020_0006_023162.jpg,lap,MAL00020,train,437,600,1,1
lap:0/MAL00020_0007_004289.jpg,raw/lap/anime/0/MAL00020_0007_004289.jpg,lap,MAL00020,train,305,425,1,1
lap:0/MAL00020_0007_004641.jpg,raw/lap/anime/0/MAL00020_0007_004641.jpg,lap,MAL00020,train,434,600,1,1
lap:0/MAL00020_1115_132764.jpg,raw/lap/anime/0/MAL00020_1115_132764.jpg,lap,MAL00020,train,285,400,1,1
lap:0/MAL00020_1359_111463.jpg,raw/lap/anime/0/MAL00020_1359_111463.jpg,lap,MAL00020,train,400,600,1,1
lap:0/MAL00020_WA00262_163.jpg,raw/lap/anime/0/MAL00020_WA00262_163.jpg,lap,MAL00020,train,400,600,1,1
lap:0/MAL00020_WA00262_164.jpg,raw/lap/anime/0/MAL00020_WA00262_164.jpg,lap,MAL00020,train,640,960,1,1
lap:0/MAL00021_0005_019082.jpg,raw/lap/anime/0/MAL00021_0005_019082.jpg,lap,MAL00021,train,289,450,1,1
lap:0/MAL00021_0005_019084.jpg,raw/lap/anime/0/MAL00021_0005_019084.jpg,lap,MAL00021,train,289,450,1,1
lap:0/MAL00021_0005_020871.jpg,raw/lap/anime/0/MAL00021_0005_020871.jpg,lap,MAL00021,train,310,450,1,1
lap:0/MAL00021_0006_073245.jpg,raw/lap/anime/0/MAL00021_0006_073245.jpg,lap,MAL00021,train,289,450,1,1
lap:0/MAL00021_0007_056951.jpg,raw/lap/anime/0/MAL00021_0007_056951.jpg,lap,MAL00021,train,225,350,1,1
lap:0/MAL00021_0010_066965.jpg,raw/lap/anime/0/MAL00021_0010_066965.jpg,lap,MAL00021,train,300,450,1,1
lap:0/MAL00021_0011_020870.jpg,raw/lap/anime/0/MAL00021_0011_020870.jpg,lap,MAL00021,train,321,450,1,1
lap:0/MAL00021_1011_120243.jpg,raw/lap/anime/0/MAL00021_1011_120243.jpg,lap,MAL00021,train,400,600,1,1
lap:0/MAL00021_1056_109094.jpg,raw/lap/anime/0/MAL00021_1056_109094.jpg,lap,MAL00021,train,423,600,1,1
lap:0/MAL00021_1113_121055.jpg,raw/lap/anime/0/MAL00021_1113_121055.jpg,lap,MAL00021,train,418,600,1,1
lap:0/MAL00021_1178_092469.jpg,raw/lap/anime/0/MAL00021_1178_092469.jpg,lap,MAL00021,train,421,600,1,1
lap:0/MAL00021_1245_113406.jpg,raw/lap/anime/0/MAL00021_1245_113406.jpg,lap,MAL00021,train,290,478,1,1
lap:0/MAL00021_1249_102615.jpg,raw/lap/anime/0/MAL00021_1249_102615.jpg,lap,MAL00021,train,426,600,1,1
lap:0/MAL00021_1289_111178.jpg,raw/lap/anime/0/MAL00021_1289_111178.jpg,lap,MAL00021,train,408,600,1,1
lap:0/MAL00021_1386_100624.jpg,raw/lap/anime/0/MAL00021_1386_100624.jpg,lap,MAL00021,train,400,600,1,1
lap:0/MAL00021_1451_114315.jpg,raw/lap/anime/0/MAL00021_1451_114315.jpg,lap,MAL00021,train,400,600,1,1
lap:0/MAL00021_1460_110427.jpg,raw/lap/anime/0/MAL00021_1460_110427.jpg,lap,MAL00021,train,400,548,1,1
lap:0/MAL00021_1460_119974.jpg,raw/lap/anime/0/MAL00021_1460_119974.jpg,lap,MAL00021,train,450,600,1,1
lap:0/MAL00021_1706_114807.jpg,raw/lap/anime/0/MAL00021_1706_114807.jpg,lap,MAL00021,train,400,600,1,1
lap:0/MAL00021_WA01452_002.jpg,raw/lap/anime/0/MAL00021_WA01452_002.jpg,lap,MAL00021,train,334,475,1,1
lap:0/MAL00021_WA01456_002.jpg,raw/lap/anime/0/MAL00021_WA01456_002.jpg,lap,MAL00021,train,341,500,1,1
lap:0/MAL00021_WA01457_002.jpg,raw/lap/anime/0/MAL00021_WA01457_002.jpg,lap,MAL00021,train,336,475,1,1
lap:0/MAL00021_WA01463_002.jpg,raw/lap/anime/0/MAL00021_WA01463_002.jpg,lap,MAL00021,train,334,475,1,1
lap:0/MAL00021_WA01464_002.jpg,raw/lap/anime/0/MAL00021_WA01464_002.jpg,lap,MAL00021,train,332,475,1,1
lap:0/MAL00021_WA01605_002.jpg,raw/lap/anime/0/MAL00021_WA01605_002.jpg,lap,MAL00021,train,285,400,1,1
lap:0/MAL00021_WA01609_002.jpg,raw/lap/anime/0/MAL00021_WA01609_002.jpg,lap,MAL00021,train,279,398,1,1
lap:0/MAL00021_WA01674_002.jpg,raw/lap/anime/0/MAL00021_WA01674_002.jpg,lap,MAL00021,train,250,353,1,1
lap:0/MAL00021_WA01681_002.jpg,raw/lap/anime/0/MAL00021_WA01681_002.jpg,lap,MAL00021,train,346,500,1,1
lap:0/MAL00021_WA01691_002.jpg,raw/lap/anime/0/MAL00021_WA01691_002.jpg,lap,MAL00021,train,283,400,1,1
lap:0/MAL00022_0002_021563.jpg,raw/lap/anime/0/MAL00022_0002_021563.jpg,lap,MAL00022,train,282,400,1,1
lap:0/MAL00022_0006_004595.jpg,raw/lap/anime/0/MAL00022_0006_004595.jpg,lap,MAL00022,train,433,600,1,1
lap:0/MAL00022_0006_009294.jpg,raw/lap/anime/0/MAL00022_0006_009294.jpg,lap,MAL00022,train,322,450,1,1
lap:0/MAL00022_0006_011391.jpg,raw/lap/anime/0/MAL00022_0006_011391.jpg,lap,MAL00022,train,321,450,1,1
lap:0/MAL00022_0006_021624.jpg,raw/lap/anime/0/MAL00022_0006_021624.jpg,lap,MAL00022,train,309,450,1,1
lap:0/MAL00022_0009_008787.jpg,raw/lap/anime/0/MAL00022_0009_008787.jpg,lap,MAL00022,train,324,450,1,1
lap:0/MAL00022_1943_109718.jpg,raw/lap/anime/0/MAL00022_1943_109718.jpg,lap,MAL00022,train,424,600,1,1
lap:0/MAL00022_WA02942_001.jpg,raw/lap/anime/0/MAL00022_WA02942_001.jpg,lap,MAL00022,train,400,570,1,1
lap:0/MAL00023_1146_124743.jpg,raw/lap/anime/0/MAL00023_1146_124743.jpg,lap,MAL00023,train,425,600,1,1
lap:0/MAL00024_0003_046083.jpg,raw/lap/anime/0/MAL00024_0003_046083.jpg,lap,MAL00024,train,225,319,1,1
lap:0/MAL00024_0007_020420.jpg,raw/lap/anime/0/MAL00024_0007_020420.jpg,lap,MAL00024,train,297,450,1,1
lap:0/MAL00024_0007_021597.jpg,raw/lap/anime/0/MAL00024_0007_021597.jpg,lap,MAL00024,train,321,450,1,1
lap:0/MAL00024_0009_020417.jpg,raw/lap/anime/0/MAL00024_0009_020417.jpg,lap,MAL00024,train,321,450,1,1
lap:0/MAL00024_0011_020419.jpg,raw/lap/anime/0/MAL00024_0011_020419.jpg,lap,MAL00024,train,313,450,1,1
lap:0/MAL00024_WA02612_002.jpg,raw/lap/anime/0/MAL00024_WA02612_002.jpg,lap,MAL00024,train,400,561,1,1
lap:0/MAL00025_0004_024360.jpg,raw/lap/anime/0/MAL00025_0004_024360.jpg,lap,MAL00025,train,342,450,1,1
lap:0/MAL00025_0006_024357.jpg,raw/lap/anime/0/MAL00025_0006_024357.jpg,lap,MAL00025,train,305,450,1,1
lap:0/MAL00025_0009_024362.jpg,raw/lap/anime/0/MAL00025_0009_024362.jpg,lap,MAL00025,train,336,450,1,1
lap:0/MAL00025_0010_015305.jpg,raw/lap/anime/0/MAL00025_0010_015305.jpg,lap,MAL00025,train,259,378,1,1
lap:0/MAL00025_0012_024359.jpg,raw/lap/anime/0/MAL00025_0012_024359.jpg,lap,MAL00025,train,225,326,1,1
lap:0/MAL00025_0013_024361.jpg,raw/lap/anime/0/MAL00025_0013_024361.jpg,lap,MAL00025,train,331,450,1,1
lap:0/MAL00025_WA01831_066.jpg,raw/lap/anime/0/MAL00025_WA01831_066.jpg,lap,MAL00025,train,750,1043,1,1
lap:0/MAL00026_0003_029348.jpg,raw/lap/anime/0/MAL00026_0003_029348.jpg,lap,MAL00026,train,225,350,1,1
lap:0/MAL00026_0003_050379.jpg,raw/lap/anime/0/MAL00026_0003_050379.jpg,lap,MAL00026,train,320,450,1,1
lap:0/MAL00026_0011_086268.jpg,raw/lap/anime/0/MAL00026_0011_086268.jpg,lap,MAL00026,train,300,450,1,1
lap:0/MAL00026_0013_018166.jpg,raw/lap/anime/0/MAL00026_0013_018166.jpg,lap,MAL00026,train,313,450,1,1
lap:0/MAL00026_1027_131977.jpg,raw/lap/anime/0/MAL00026_1027_131977.jpg,lap,MAL00026,train,408,600,1,1
lap:0/MAL00026_1639_109823.jpg,raw/lap/anime/0/MAL00026_1639_109823.jpg,lap,MAL00026,train,436,600,1,1
lap:0/MAL00026_WA02413_001.jpg,raw/lap/anime/0/MAL00026_WA02413_001.jpg,lap,MAL00026,train,400,593,1,1
lap:0/MAL00027_0005_019839.jpg,raw/lap/anime/0/MAL00027_0005_019839.jpg,lap,MAL00027,validation,600,450,1,1
lap:0/MAL00027_0013_008673.jpg,raw/lap/anime/0/MAL00027_0013_008673.jpg,lap,MAL00027,validation,300,414,1,1
lap:0/MAL00027_1500_092699.jpg,raw/lap/anime/0/MAL00027_1500_092699.jpg,lap,MAL00027,validation,409,600,1,1
lap:0/MAL00027_WA03576_002.jpg,raw/lap/anime/0/MAL00027_WA03576_002.jpg,lap,MAL00027,validation,350,500,1,1
lap:0/MAL00028_0005_021073.jpg,raw/lap/anime/0/MAL00028_0005_021073.jpg,lap,MAL00028,train,444,450,1,1
lap:0/MAL00028_0005_023225.jpg,raw/lap/anime/0/MAL00028_0005_023225.jpg,lap,MAL00028,train,312,450,1,1
lap:0/MAL00028_0007_010702.jpg,raw/lap/anime/0/MAL00028_0007_010702.jpg,lap,MAL00028,train,500,375,1,1
lap:0/MAL00028_0009_028932.jpg,raw/lap/anime/0/MAL00028_0009_028932.jpg,lap,MAL00028,train,328,450,1,1
lap:0/MAL00028_0009_031687.jpg,raw/lap/anime/0/MAL00028_0009_031687.jpg,lap,MAL00028,train,455,450,1,1
lap:0/MAL00028_WA02693_002.jpg,raw/lap/anime/0/MAL00028_WA02693_002.jpg,lap,MAL00028,train,428,590,1,1
lap:0/MAL00029_0006_050901.jpg,raw/lap/anime/0/MAL00029_0006_050901.jpg,lap,MAL00029,validation,311,450,1,1
lap:0/MAL00029_WA02673_001.jpg,raw/lap/anime/0/MAL00029_WA02673_001.jpg,lap,MAL00029,validation,386,500,1,1
lap:0/MAL00029_WA02673_002.jpg,raw/lap/anime/0/MAL00029_WA02673_002.jpg,lap,MAL00029,validation,350,500,1,1
lap:0/MAL00029_WA02673_003.jpg,raw/lap/anime/0/MAL00029_WA02673_003.jpg,lap,MAL00029,validation,349,500,1,1
lap:0/MAL00029_WA02673_004.jpg,raw/lap/anime/0/MAL00029_WA02673_004.jpg,lap,MAL00029,validation,345,500,1,1
lap:0/MAL00029_WA02673_005.jpg,raw/lap/anime/0/MAL00029_WA02673_005.jpg,lap,MAL00029,validation,348,500,1,1
lap:0/MAL00030_0003_009715.jpg,raw/lap/anime/0/MAL00030_0003_009715.jpg,lap,MAL00030,test,317,450,1,1
lap:0/MAL00030_0011_021420.jpg,raw/lap/anime/0/MAL00030_0011_021420.jpg,lap,MAL00030,test,382,600,1,1
lap:0/MAL00030_0012_021418.jpg,raw/lap/anime/0/MAL00030_0012_021418.jpg,lap,MAL00030,test,225,350,1,1
lap:0/MAL00030_0012_021419.jpg,raw/lap/anime/0/MAL00030_0012_021419.jpg,lap,MAL00030,test,225,350,1,1
lap:0/MAL00030_1013_109039.jpg,raw/lap/anime/0/MAL00030_1013_109039.jpg,lap,MAL00030,test,408,600,1,1
lap:0/MAL00030_1299_117604.jpg,raw/lap/anime/0/MAL00030_1299_117604.jpg,lap,MAL00030,test,425,600,1,1
lap:0/MAL00030_1504_105553.jpg,raw/lap/anime/0/MAL00030_1504_105553.jpg,lap,MAL00030,test,423,600,1,1
lap:0/MAL00030_1672_108931.jpg,raw/lap/anime/0/MAL00030_1672_108931.jpg,lap,MAL00030,test,408,600,1,1
lap:0/MAL00030_1871_109180.jpg,raw/lap/anime/0/MAL00030_1871_109180.jpg,lap,MAL00030,test,451,600,1,1
lap:0/MAL00031_0013_022559.jpg,raw/lap/anime/0/MAL00031_0013_022559.jpg,lap,MAL00031,test,318,450,1,1
lap:0/MAL00031_1993_113122.jpg,raw/lap/anime/0/MAL00031_1993_113122.jpg,lap,MAL00031,test,422,600,1,1
lap:0/MAL00031_WA00033_002.jpg,raw/lap/anime/0/MAL00031_WA00033_002.jpg,lap,MAL00031,test,400,566,1,1
lap:0/MAL00032_0004_011131.jpg,raw/lap/anime/0/MAL00032_0004_011131.jpg,lap,MAL00032,train,285,450,1,1
lap:0/MAL00032_0011_011130.jpg,raw/lap/anime/0/MAL00032_0011_011130.jpg,lap,MAL00032,train,310,450,1,1
lap:0/MAL00032_0013_083080.jpg,raw/lap/anime/0/MAL00032_0013_083080.jpg,lap,MAL00032,train,422,600,1,1
lap:0/MAL00032_1080_097658.jpg,raw/lap/anime/0/MAL00032_1080_097658.jpg,lap,MAL00032,train,418,598,1,1
lap:0/MAL00033_0002_042809.jpg,raw/lap/anime/0/MAL00033_0002_042809.jpg,lap,MAL00033,train,327,450,1,1
lap:0/MAL00033_0003_073253.jpg,raw/lap/anime/0/MAL00033_0003_073253.jpg,lap,MAL00033,train,225,315,1,1
lap:0/MAL00033_0006_004367.jpg,raw/lap/anime/0/MAL00033_0006_004367.jpg,lap,MAL00033,train,300,393,1,1
lap:0/MAL00033_0007_042541.jpg,raw/lap/anime/0/MAL00033_0007_042541.jpg,lap,MAL00033,train,350,450,1,1
lap:0/MAL00033_0008_038203.jpg,raw/lap/anime/0/MAL00033_0008_038203.jpg,lap,MAL00033,train,225,350,1,1
lap:0/MAL00033_0013_004366.jpg,raw/lap/anime/0/MAL00033_0013_004366.jpg,lap,MAL00033,train,317,400,1,1
lap:0/MAL00033_1168_120170.jpg,raw/lap/anime/0/MAL00033_1168_120170.jpg,lap,MAL00033,train,420,600,1,1
lap:0/MAL00033_1384_119988.jpg,raw/lap/anime/0/MAL00033_1384_119988.jpg,lap,MAL00033,train,441,600,1,1
lap:0/MAL00033_1397_120171.jpg,raw/lap/anime/0/MAL00033_1397_120171.jpg,lap,MAL00033,train,381,600,1,1
lap:0/MAL00033_1983_097401.jpg,raw/lap/anime/0/MAL00033_1983_097401.jpg,lap,MAL00033,train,425,600,1,1
lap:0/MAL00033_WA00003_001.jpg,raw/lap/anime/0/MAL00033_WA00003_001.jpg,lap,MAL00033,train,400,573,1,1
lap:0/MAL00043_0009_071981.jpg,raw/lap/anime/0/MAL00043_0009_071981.jpg,lap,MAL00043,test,300,450,1,1
lap:0/MAL00043_1110_120934.jpg,raw/lap/anime/0/MAL00043_1110_120934.jpg,lap,MAL00043,test,523,600,1,1
lap:0/MAL00043_1357_097067.jpg,raw/lap/anime/0/MAL00043_1357_097067.jpg,lap,MAL00043,test,420,600,1,1
lap:0/MAL00043_1768_096702.jpg,raw/lap/anime/0/MAL00043_1768_096702.jpg,lap,MAL00043,test,425,600,1,1
lap:0/MAL00043_1840_117194.jpg,raw/lap/anime/0/MAL00043_1840_117194.jpg,lap,MAL00043,test,405,600,1,1
lap:0/MAL00043_WA00038_086.jpg,raw/lap/anime/0/MAL00043_WA00038_086.jpg,lap,MAL00043,test,898,725,1,1
lap:0/MAL00043_WA00038_087.jpg,raw/lap/anime/0/MAL00043_WA00038_087.jpg,lap,MAL00043,test,400,516,1,1
lap:0/MAL00044_0003_036133.jpg,raw/lap/anime/0/MAL00044_0003_036133.jpg,lap,MAL00044,train,315,450,1,1
lap:0/MAL00044_0003_083143.jpg,raw/lap/anime/0/MAL00044_0003_083143.jpg,lap,MAL00044,train,333,450,1,1
lap:0/MAL00044_0007_025786.jpg,raw/lap/anime/0/MAL00044_0007_025786.jpg,lap,MAL00044,train,305,450,1,1
lap:0/MAL00044_0012_009566.jpg,raw/lap/anime/0/MAL00044_0012_009566.jpg,lap,MAL00044,train,269,450,1,1
lap:0/MAL00044_1391_120839.jpg,raw/lap/anime/0/MAL00044_1391_120839.jpg,lap,MAL00044,train,450,600,1,1
lap:0/MAL00044_1807_102419.jpg,raw/lap/anime/0/MAL00044_1807_102419.jpg,lap,MAL00044,train,353,475,1,1
lap:0/MAL00044_WA00082_001.jpg,raw/lap/anime/0/MAL00044_WA00082_001.jpg,lap,MAL00044,train,400,548,1,1
lap:0/MAL00045_0001_000045.jpg,raw/lap/anime/0/MAL00045_0001_000045.jpg,lap,MAL00045,train,450,334,1,1
lap:0/MAL00045_0003_015736.jpg,raw/lap/anime/0/MAL00045_0003_015736.jpg,lap,MAL00045,train,600,450,1,1
lap:0/MAL00045_0003_022631.jpg,raw/lap/anime/0/MAL00045_0003_022631.jpg,lap,MAL00045,train,225,350,1,1
lap:0/MAL00045_0004_032301.jpg,raw/lap/anime/0/MAL00045_0004_032301.jpg,lap,MAL00045,train,326,450,1,1
lap:0/MAL00045_0008_011397.jpg,raw/lap/anime/0/MAL00045_0008_011397.jpg,lap,MAL00045,train,307,450,1,1
lap:0/MAL00045_0009_011398.jpg,raw/lap/anime/0/MAL00045_0009_011398.jpg,lap,MAL00045,train,308,450,1,1
lap:0/MAL00045_0011_020502.jpg,raw/lap/anime/0/MAL00045_0011_020502.jpg,lap,MAL00045,train,320,450,1,1
lap:0/MAL00045_0013_007548.jpg,raw/lap/anime/0/MAL00045_0013_007548.jpg,lap,MAL00045,train,435,600,1,1
lap:0/MAL00045_1203_105881.jpg,raw/lap/anime/0/MAL00045_1203_105881.jpg,lap,MAL00045,train,425,600,1,1
lap:0/MAL00045_1516_119368.jpg,raw/lap/anime/0/MAL00045_1516_119368.jpg,lap,MAL00045,train,408,600,1,1
lap:0/MAL00045_1600_115128.jpg,raw/lap/anime/0/MAL00045_1600_115128.jpg,lap,MAL00045,train,225,350,1,1
lap:0/MAL00045_1768_114209.jpg,raw/lap/anime/0/MAL00045_1768_114209.jpg,lap,MAL00045,train,424,600,1,1
lap:0/MAL00045_1846_096775.jpg,raw/lap/anime/0/MAL00045_1846_096775.jpg,lap,MAL00045,train,443,600,1,1
lap:0/MAL00046_0008_027946.jpg,raw/lap/anime/0/MAL00046_0008_027946.jpg,lap,MAL00046,train,300,403,1,1
lap:0/MAL00046_1128_120840.jpg,raw/lap/anime/0/MAL00046_1128_120840.jpg,lap,MAL00046,train,423,600,1,1
lap:0/MAL00046_WA02175_002.jpg,raw/lap/anime/0/MAL00046_WA02175_002.jpg,lap,MAL00046,train,354,500,1,1
lap:0/MAL00047_0007_052211.jpg,raw/lap/anime/0/MAL00047_0007_052211.jpg,lap,MAL00047,train,460,450,1,1
lap:0/MAL00047_1408_114012.jpg,raw/lap/anime/0/MAL00047_1408_114012.jpg,lap,MAL00047,train,429,600,1,1
lap:0/MAL00047_1745_096446.jpg,raw/lap/anime/0/MAL00047_1745_096446.jpg,lap,MAL00047,train,318,450,1,1
lap:0/MAL00047_1908_111737.jpg,raw/lap/anime/0/MAL00047_1908_111737.jpg,lap,MAL00047,train,421,600,1,1
lap:0/MAL00047_1941_111738.jpg,raw/lap/anime/0/MAL00047_1941_111738.jpg,lap,MAL00047,train,469,600,1,1
